Date,Address,Rate,Amount,Category,Product Name
2025-06-20,"Bhaktapur, Bagmati",200,200,Grains & Pulses,Moong Dal (1kg)
2025-05-09,"Lalitpur, Bagmati",50,250,Snacks,Titaura (pack)
2024-03-29,"Janakpur, Madhesh",100,200,Spices,Dry Chilies (100g)
2025-11-03,"Butwal, Lumbini",170,510,Essentials,Jaggery (1kg)
2025-04-05,"Pokhara, Gandaki",500,1000,Vegetables,Bamboo Shoots (1kg)
2024-11-02,"Dharan, Koshi",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-06-17,"Biratnagar, Koshi",150,300,Snacks,Peanuts (500g)
2025-11-15,"Janakpur, Madhesh",100,200,Condiments,Tomato Ketchup (bottle)
2025-02-16,"Janakpur, Madhesh",100,200,Vegetables,Tomatoes (1kg)
2024-05-09,"Kathmandu, Bagmati",50,350,Personal Care,"Soap (bath, bar)"
2025-04-15,"Pokhara, Gandaki",240,240,Health Foods,Flax Seeds (1kg)
2025-12-05,"Butwal, Lumbini",40,40,Snacks,Chips/Namkeen (pack)
2024-05-08,"Lalitpur, Bagmati",240,240,Dairy,Eggs (dozen)
2025-01-15,"Bhaktapur, Bagmati",1150,1150,Dairy,Ghee (1L)
2025-07-18,"Itahari, Koshi",50,500,Personal Care,"Soap (bath, bar)"
2024-08-13,"Kathmandu, Bagmati",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-12-05,"Itahari, Koshi",50,200,Snacks,Titaura (pack)
2024-08-02,"Pokhara, Gandaki",40,240,Spices,Turmeric Powder (100g)
2024-08-03,"Janakpur, Madhesh",150,450,Condiments,Ginger Garlic Paste (jar)
2024-10-03,"Pokhara, Gandaki",1150,1150,Dairy,Ghee (1L)
2025-01-25,"Lalitpur, Bagmati",120,120,Dairy,Milk (1L)
2024-09-06,"Kathmandu, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2025-08-24,"Lalitpur, Bagmati",25,150,Essentials,Salt (1kg)
2025-04-10,"Nepalgunj, Lumbini",80,800,Vegetables,Potatoes (1kg)
2024-11-23,"Hetauda, Bagmati",25,75,Essentials,Salt (1kg)
2024-08-13,"Lalitpur, Bagmati",200,200,Household,Washing Powder (1kg)
2024-09-21,"Hetauda, Bagmati",50,300,Spices,Coriander Powder (100g)
2025-09-29,"Pokhara, Gandaki",200,600,Dairy,"Local Cheese (Chhurpi, pack)"
2024-03-31,"Kathmandu, Bagmati",80,800,Bakery,Bread (loaf)
2025-03-24,"Pokhara, Gandaki",100,100,Spices,Dry Chilies (100g)
2025-08-21,"Itahari, Koshi",30,210,Household,Candles (pack)
2024-11-30,"Pokhara, Gandaki",170,170,Essentials,Jaggery (1kg)
2025-09-11,"Butwal, Lumbini",120,360,Flours,"Suji (Semolina, 1kg)"
2025-01-20,"Lalitpur, Bagmati",150,300,Snacks,Peanuts (500g)
2025-07-31,"Janakpur, Madhesh",240,240,Dairy,Eggs (dozen)
2024-12-29,"Pokhara, Gandaki",100,200,Snacks,Puffed Rice (1kg)
2025-01-02,"Itahari, Koshi",40,320,Snacks,Chips/Namkeen (pack)
2025-05-20,"Dharan, Koshi",150,450,Snacks,Peanuts (500g)
2025-08-08,"Itahari, Koshi",150,300,Condiments,Ginger Garlic Paste (jar)
2024-02-19,"Kathmandu, Bagmati",30,300,Household,Candles (pack)
2024-10-05,"Kathmandu, Bagmati",40,40,Snacks,Chips/Namkeen (pack)
2025-02-21,"Lalitpur, Bagmati",150,150,Condiments,Ginger Garlic Paste (jar)
2025-01-15,"Butwal, Lumbini",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-08-08,"Dharan, Koshi",150,450,Flours,"Besan (Gram Flour, 1kg)"
2025-05-01,"Kathmandu, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2024-08-21,"Chitwan, Bagmati",100,100,Spices,Dry Chilies (100g)
2025-03-21,"Janakpur, Madhesh",200,600,Grains & Pulses,Moong Dal (1kg)
2025-01-16,"Pokhara, Gandaki",70,350,Personal Care,Mehendi (200g)
2024-01-13,"Itahari, Koshi",550,1650,Beverages,Tea Leaves (1kg)
2024-04-17,"Nepalgunj, Lumbini",105,315,Essentials,Sugar (1kg)
2025-05-10,"Kathmandu, Bagmati",80,160,Vegetables,Potatoes (1kg)
2024-03-04,"Pokhara, Gandaki",90,360,Flours,"Wheat Flour (Atta, 1kg)"
2024-12-24,"Biratnagar, Koshi",100,300,Snacks,Puffed Rice (1kg)
2024-01-31,"Bhaktapur, Bagmati",70,350,Personal Care,Mehendi (200g)
2025-02-26,"Lalitpur, Bagmati",100,100,Vegetables,Onions (1kg)
2024-01-07,"Chitwan, Bagmati",50,450,Snacks,Titaura (pack)
2025-07-23,"Dharan, Koshi",50,350,Spices,Chili Powder (100g)
2024-02-18,"Bhaktapur, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-05-21,"Itahari, Koshi",500,1000,Vegetables,Bamboo Shoots (1kg)
2025-02-10,"Dharan, Koshi",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-07-10,"Pokhara, Gandaki",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-12-29,"Kathmandu, Bagmati",170,510,Essentials,Jaggery (1kg)
2024-04-10,"Dharan, Koshi",500,1500,Vegetables,Bamboo Shoots (1kg)
2024-09-20,"Bhaktapur, Bagmati",40,320,Spices,Turmeric Powder (100g)
2025-09-15,"Dharan, Koshi",2000,2000,Household,Cooking Gas (small cylinder)
2025-10-23,"Chitwan, Bagmati",100,300,Vegetables,Onions (1kg)
2025-06-06,"Biratnagar, Koshi",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-12-11,"Janakpur, Madhesh",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-01-12,"Bhaktapur, Bagmati",40,400,Snacks,Chips/Namkeen (pack)
2025-10-26,"Hetauda, Bagmati",100,300,Vegetables,Onions (1kg)
2024-06-19,"Dharan, Koshi",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-07-11,"Itahari, Koshi",150,450,Condiments,Ginger Garlic Paste (jar)
2025-03-15,"Dharan, Koshi",180,360,Grains & Pulses,Arhar Dal (1kg)
2025-02-01,"Pokhara, Gandaki",50,450,Snacks,Titaura (pack)
2024-03-23,"Pokhara, Gandaki",180,180,Flours,Multi-grain Atta (1kg)
2024-04-14,"Pokhara, Gandaki",1150,2300,Dairy,Ghee (1L)
2025-11-13,"Biratnagar, Koshi",170,170,Essentials,Jaggery (1kg)
2025-03-18,"Itahari, Koshi",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-08-16,"Hetauda, Bagmati",200,400,Dairy,"Local Cheese (Chhurpi, pack)"
2024-12-24,"Lalitpur, Bagmati",105,315,Essentials,Sugar (1kg)
2024-03-28,"Bhaktapur, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2025-08-05,"Chitwan, Bagmati",120,240,Dairy,Milk (1L)
2024-12-12,"Hetauda, Bagmati",40,280,Snacks,Chips/Namkeen (pack)
2025-02-14,"Lalitpur, Bagmati",100,100,Fruits,Bananas (dozen)
2024-08-30,"Biratnagar, Koshi",100,100,Vegetables,Onions (1kg)
2024-03-27,"Kathmandu, Bagmati",180,540,Flours,Multi-grain Atta (1kg)
2025-08-07,"Kathmandu, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2025-06-03,"Bhaktapur, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2025-03-30,"Chitwan, Bagmati",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-05-06,"Itahari, Koshi",40,360,Spices,Turmeric Powder (100g)
2024-05-03,"Hetauda, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-06-20,"Hetauda, Bagmati",550,1100,Beverages,Tea Leaves (1kg)
2024-04-05,"Butwal, Lumbini",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-05-31,"Lalitpur, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2024-03-08,"Janakpur, Madhesh",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-12-02,"Pokhara, Gandaki",80,560,Bakery,Bread (loaf)
2024-02-23,"Butwal, Lumbini",30,90,Household,Candles (pack)
2024-12-12,"Bhaktapur, Bagmati",40,360,Spices,Turmeric Powder (100g)
2025-01-12,"Dharan, Koshi",200,200,Grains & Pulses,Moong Dal (1kg)
2024-01-25,"Kathmandu, Bagmati",50,450,Personal Care,"Soap (bath, bar)"
2025-03-31,"Dharan, Koshi",50,450,Spices,Chili Powder (100g)
2024-12-06,"Dharan, Koshi",100,200,Spices,Dry Chilies (100g)
2025-08-20,"Janakpur, Madhesh",550,1100,Beverages,Tea Leaves (1kg)
2024-04-29,"Dharan, Koshi",150,300,Flours,"Besan (Gram Flour, 1kg)"
2024-09-01,"Butwal, Lumbini",1150,1150,Dairy,Ghee (1L)
2024-05-14,"Pokhara, Gandaki",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-07-05,"Dharan, Koshi",100,300,Condiments,Tomato Ketchup (bottle)
2025-11-30,"Bhaktapur, Bagmati",120,360,Flours,"Suji (Semolina, 1kg)"
2025-07-08,"Chitwan, Bagmati",30,150,Snacks,"Noodles (Maggi, pack)"
2025-10-20,"Dharan, Koshi",100,200,Vegetables,Tomatoes (1kg)
2025-02-19,"Butwal, Lumbini",70,140,Personal Care,Mehendi (200g)
2024-03-07,"Pokhara, Gandaki",50,100,Snacks,Titaura (pack)
2025-09-06,"Itahari, Koshi",2000,6000,Household,Cooking Gas (small cylinder)
2025-03-13,"Itahari, Koshi",130,390,Grains & Pulses,"Rice (white, 1kg)"
2025-01-20,"Bhaktapur, Bagmati",90,360,Flours,"Wheat Flour (Atta, 1kg)"
2025-05-25,"Lalitpur, Bagmati",240,240,Dairy,Eggs (dozen)
2024-10-20,"Butwal, Lumbini",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-10-23,"Lalitpur, Bagmati",40,240,Spices,Turmeric Powder (100g)
2024-02-06,"Bhaktapur, Bagmati",25,125,Essentials,Salt (1kg)
2024-10-16,"Nepalgunj, Lumbini",80,720,Vegetables,Potatoes (1kg)
2024-04-28,"Chitwan, Bagmati",1150,1150,Dairy,Ghee (1L)
2024-10-05,"Dharan, Koshi",50,200,Spices,Chili Powder (100g)
2024-12-06,"Pokhara, Gandaki",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-04-27,"Hetauda, Bagmati",25,200,Essentials,Salt (1kg)
2025-05-02,"Pokhara, Gandaki",50,50,Spices,Coriander Powder (100g)
2024-07-09,"Bhaktapur, Bagmati",50,200,Snacks,Titaura (pack)
2025-11-15,"Pokhara, Gandaki",240,720,Health Foods,Flax Seeds (1kg)
2025-10-06,"Lalitpur, Bagmati",30,60,Snacks,"Noodles (Maggi, pack)"
2024-05-07,"Kathmandu, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-10-14,"Bhaktapur, Bagmati",40,280,Snacks,Chips/Namkeen (pack)
2025-03-23,"Dharan, Koshi",80,240,Personal Care,Toothpaste (100g)
2024-07-16,"Kathmandu, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2025-05-04,"Bhaktapur, Bagmati",550,1650,Beverages,Tea Leaves (1kg)
2025-10-12,"Dharan, Koshi",50,150,Spices,Chili Powder (100g)
2025-06-30,"Kathmandu, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2025-07-17,"Lalitpur, Bagmati",40,320,Spices,Turmeric Powder (100g)
2024-07-21,"Dharan, Koshi",50,350,Personal Care,"Soap (bath, bar)"
2025-11-04,"Nepalgunj, Lumbini",50,350,Snacks,Biscuits (pack)
2025-02-21,"Bhaktapur, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2024-11-24,"Hetauda, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-09-11,"Itahari, Koshi",100,300,Snacks,Puffed Rice (1kg)
2025-01-01,"Dharan, Koshi",180,360,Flours,Multi-grain Atta (1kg)
2024-12-12,"Lalitpur, Bagmati",120,240,Dairy,Milk (1L)
2024-04-17,"Chitwan, Bagmati",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-11-21,"Lalitpur, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2025-10-29,"Hetauda, Bagmati",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-07-24,"Hetauda, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2025-12-03,"Kathmandu, Bagmati",500,1000,Vegetables,Bamboo Shoots (1kg)
2024-07-13,"Butwal, Lumbini",240,480,Health Foods,Flax Seeds (1kg)
2024-10-09,"Hetauda, Bagmati",120,360,Flours,"Suji (Semolina, 1kg)"
2024-08-03,"Itahari, Koshi",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2025-05-08,"Chitwan, Bagmati",150,450,Snacks,Peanuts (500g)
2025-07-12,"Kathmandu, Bagmati",120,360,Flours,"Suji (Semolina, 1kg)"
2025-09-24,"Itahari, Koshi",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-01-28,"Lalitpur, Bagmati",180,540,Grains & Pulses,Arhar Dal (1kg)
2025-06-26,"Hetauda, Bagmati",30,210,Household,Candles (pack)
2024-09-12,"Hetauda, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2024-12-04,"Biratnagar, Koshi",200,200,Grains & Pulses,Moong Dal (1kg)
2024-02-27,"Kathmandu, Bagmati",105,210,Essentials,Sugar (1kg)
2024-11-15,"Janakpur, Madhesh",40,240,Spices,Turmeric Powder (100g)
2024-12-21,"Kathmandu, Bagmati",30,30,Snacks,"Noodles (Maggi, pack)"
2025-06-28,"Janakpur, Madhesh",40,80,Spices,Turmeric Powder (100g)
2025-09-09,"Kathmandu, Bagmati",500,1000,Vegetables,Bamboo Shoots (1kg)
2024-09-26,"Kathmandu, Bagmati",300,600,Beverages,Horlicks (jar)
2024-08-21,"Lalitpur, Bagmati",100,100,Spices,Dry Chilies (100g)
2024-01-27,"Chitwan, Bagmati",180,540,Flours,Multi-grain Atta (1kg)
2024-06-25,"Kathmandu, Bagmati",50,350,Personal Care,"Soap (bath, bar)"
2024-10-04,"Kathmandu, Bagmati",30,270,Snacks,"Noodles (Maggi, pack)"
2025-03-30,"Bhaktapur, Bagmati",150,450,Snacks,Peanuts (500g)
2024-12-06,"Bhaktapur, Bagmati",240,240,Dairy,Eggs (dozen)
2025-06-15,"Lalitpur, Bagmati",500,500,Vegetables,Bamboo Shoots (1kg)
2025-08-29,"Hetauda, Bagmati",5,35,Household,Matches (box)
2025-01-16,"Pokhara, Gandaki",105,210,Essentials,Sugar (1kg)
2024-02-01,"Lalitpur, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2025-06-08,"Bhaktapur, Bagmati",120,360,Dairy,Milk (1L)
2024-06-15,"Chitwan, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-03-11,"Hetauda, Bagmati",40,160,Spices,Turmeric Powder (100g)
2024-02-16,"Dharan, Koshi",170,510,Essentials,Jaggery (1kg)
2024-01-25,"Butwal, Lumbini",80,720,Personal Care,Toothpaste (100g)
2024-08-15,"Dharan, Koshi",550,1650,Beverages,Tea Leaves (1kg)
2024-10-20,"Hetauda, Bagmati",150,300,Snacks,Peanuts (500g)
2025-11-10,"Pokhara, Gandaki",100,200,Vegetables,Onions (1kg)
2024-05-06,"Biratnagar, Koshi",180,360,Flours,Multi-grain Atta (1kg)
2024-06-24,"Lalitpur, Bagmati",550,550,Beverages,Tea Leaves (1kg)
2025-10-21,"Kathmandu, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-03-21,"Hetauda, Bagmati",105,210,Essentials,Sugar (1kg)
2024-11-22,"Hetauda, Bagmati",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-04-13,"Pokhara, Gandaki",25,25,Essentials,Salt (1kg)
2024-08-26,"Pokhara, Gandaki",40,320,Snacks,Chips/Namkeen (pack)
2025-08-30,"Bhaktapur, Bagmati",100,300,Snacks,Puffed Rice (1kg)
2024-05-09,"Chitwan, Bagmati",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-09-09,"Chitwan, Bagmati",150,450,Grains & Pulses,Masoor Dal (1kg)
2024-01-14,"Butwal, Lumbini",100,300,Vegetables,Tomatoes (1kg)
2024-02-25,"Lalitpur, Bagmati",100,200,Vegetables,Onions (1kg)
2024-06-05,"Dharan, Koshi",300,600,Beverages,Horlicks (jar)
2025-05-07,"Kathmandu, Bagmati",1150,1150,Dairy,Ghee (1L)
2024-03-02,"Lalitpur, Bagmati",200,200,Household,Washing Powder (1kg)
2024-10-21,"Biratnagar, Koshi",120,360,Dairy,Milk (1L)
2025-11-09,"Lalitpur, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-02-28,"Bhaktapur, Bagmati",200,400,Household,Washing Powder (1kg)
2024-08-13,"Dharan, Koshi",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-08-16,"Biratnagar, Koshi",5,25,Household,Matches (box)
2024-08-25,"Biratnagar, Koshi",150,450,Flours,"Besan (Gram Flour, 1kg)"
2025-04-01,"Chitwan, Bagmati",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-10-02,"Janakpur, Madhesh",50,250,Personal Care,"Soap (bath, bar)"
2024-07-12,"Butwal, Lumbini",50,200,Personal Care,"Soap (bath, bar)"
2025-09-16,"Kathmandu, Bagmati",80,320,Bakery,Bread (loaf)
2024-06-10,"Biratnagar, Koshi",120,120,Dairy,Milk (1L)
2025-01-10,"Janakpur, Madhesh",200,200,Grains & Pulses,Moong Dal (1kg)
2025-11-14,"Biratnagar, Koshi",150,150,Flours,"Besan (Gram Flour, 1kg)"
2024-07-03,"Lalitpur, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-02-09,"Hetauda, Bagmati",105,315,Essentials,Sugar (1kg)
2024-06-22,"Biratnagar, Koshi",90,540,Flours,"Wheat Flour (Atta, 1kg)"
2024-10-26,"Chitwan, Bagmati",80,80,Personal Care,Toothpaste (100g)
2025-06-09,"Chitwan, Bagmati",1150,2300,Dairy,Ghee (1L)
2024-06-02,"Chitwan, Bagmati",40,120,Snacks,Chips/Namkeen (pack)
2024-07-14,"Itahari, Koshi",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-09-28,"Itahari, Koshi",100,100,Condiments,Tomato Ketchup (bottle)
2025-01-09,"Pokhara, Gandaki",105,315,Essentials,Sugar (1kg)
2024-01-27,"Kathmandu, Bagmati",80,800,Bakery,Bread (loaf)
2024-12-13,"Butwal, Lumbini",50,50,Spices,Chili Powder (100g)
2024-02-27,"Lalitpur, Bagmati",180,540,Grains & Pulses,Arhar Dal (1kg)
2024-12-19,"Biratnagar, Koshi",25,150,Essentials,Salt (1kg)
2025-06-17,"Itahari, Koshi",240,720,Dairy,Eggs (dozen)
2024-11-07,"Dharan, Koshi",550,1100,Beverages,Tea Leaves (1kg)
2024-07-06,"Nepalgunj, Lumbini",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-06-25,"Dharan, Koshi",30,30,Snacks,"Noodles (Maggi, pack)"
2025-07-24,"Chitwan, Bagmati",150,450,Flours,"Besan (Gram Flour, 1kg)"
2024-07-26,"Kathmandu, Bagmati",150,300,Snacks,Peanuts (500g)
2025-04-10,"Pokhara, Gandaki",240,720,Health Foods,Flax Seeds (1kg)
2024-02-19,"Itahari, Koshi",180,180,Flours,Multi-grain Atta (1kg)
2025-03-24,"Biratnagar, Koshi",300,900,Beverages,Horlicks (jar)
2024-02-14,"Butwal, Lumbini",150,150,Flours,"Besan (Gram Flour, 1kg)"
2024-05-17,"Kathmandu, Bagmati",240,480,Health Foods,Flax Seeds (1kg)
2024-04-12,"Biratnagar, Koshi",240,720,Health Foods,Flax Seeds (1kg)
2025-08-25,"Hetauda, Bagmati",100,100,Spices,Dry Chilies (100g)
2025-09-17,"Janakpur, Madhesh",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2025-04-26,"Chitwan, Bagmati",5,40,Household,Matches (box)
2024-05-12,"Butwal, Lumbini",80,320,Bakery,Bread (loaf)
2024-03-08,"Nepalgunj, Lumbini",80,160,Bakery,Bread (loaf)
2025-06-09,"Butwal, Lumbini",550,1100,Beverages,Tea Leaves (1kg)
2025-10-15,"Chitwan, Bagmati",550,1650,Beverages,Tea Leaves (1kg)
2025-03-23,"Janakpur, Madhesh",50,450,Snacks,Papad (pack)
2025-02-22,"Butwal, Lumbini",100,200,Vegetables,Tomatoes (1kg)
2024-12-28,"Pokhara, Gandaki",100,300,Vegetables,Onions (1kg)
2024-09-21,"Itahari, Koshi",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-02-03,"Pokhara, Gandaki",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-03-28,"Janakpur, Madhesh",100,200,Vegetables,Onions (1kg)
2025-07-22,"Nepalgunj, Lumbini",300,300,Beverages,Horlicks (jar)
2025-11-08,"Chitwan, Bagmati",80,560,Bakery,Bread (loaf)
2025-01-28,"Pokhara, Gandaki",1150,2300,Dairy,Ghee (1L)
2024-05-20,"Itahari, Koshi",5,50,Household,Matches (box)
2025-03-24,"Butwal, Lumbini",80,400,Personal Care,Toothpaste (100g)
2024-01-02,"Biratnagar, Koshi",100,100,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-11-25,"Biratnagar, Koshi",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-08-11,"Kathmandu, Bagmati",90,900,Flours,"Wheat Flour (Atta, 1kg)"
2024-06-20,"Lalitpur, Bagmati",40,320,Spices,Turmeric Powder (100g)
2024-05-14,"Pokhara, Gandaki",300,300,Beverages,Horlicks (jar)
2025-08-02,"Dharan, Koshi",180,540,Flours,Multi-grain Atta (1kg)
2025-07-04,"Biratnagar, Koshi",40,80,Snacks,Chips/Namkeen (pack)
2025-07-21,"Nepalgunj, Lumbini",5,40,Household,Matches (box)
2024-10-06,"Chitwan, Bagmati",70,140,Personal Care,Mehendi (200g)
2025-04-20,"Lalitpur, Bagmati",100,300,Vegetables,Onions (1kg)
2024-01-01,"Kathmandu, Bagmati",40,400,Snacks,Chips/Namkeen (pack)
2024-04-14,"Bhaktapur, Bagmati",120,240,Flours,"Suji (Semolina, 1kg)"
2025-07-22,"Chitwan, Bagmati",1150,1150,Dairy,Ghee (1L)
2024-07-03,"Chitwan, Bagmati",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-09-14,"Dharan, Koshi",150,150,Snacks,Peanuts (500g)
2024-10-04,"Nepalgunj, Lumbini",100,200,Fruits,Bananas (dozen)
2025-01-29,"Itahari, Koshi",200,600,Grains & Pulses,Moong Dal (1kg)
2024-07-21,"Butwal, Lumbini",80,240,Personal Care,Toothpaste (100g)
2025-06-08,"Bhaktapur, Bagmati",80,640,Bakery,Bread (loaf)
2024-12-25,"Hetauda, Bagmati",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-09-24,"Biratnagar, Koshi",50,500,Personal Care,"Soap (bath, bar)"
2024-03-09,"Nepalgunj, Lumbini",200,400,Grains & Pulses,Moong Dal (1kg)
2024-03-29,"Kathmandu, Bagmati",50,450,Snacks,Titaura (pack)
2025-02-17,"Janakpur, Madhesh",50,400,Snacks,Biscuits (pack)
2024-09-27,"Itahari, Koshi",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-06-01,"Nepalgunj, Lumbini",550,1100,Beverages,Tea Leaves (1kg)
2024-11-18,"Lalitpur, Bagmati",120,120,Flours,"Suji (Semolina, 1kg)"
2024-09-05,"Nepalgunj, Lumbini",180,360,Grains & Pulses,Arhar Dal (1kg)
2024-12-23,"Lalitpur, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2024-11-24,"Nepalgunj, Lumbini",50,450,Snacks,Biscuits (pack)
2025-10-22,"Hetauda, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-07-27,"Biratnagar, Koshi",50,450,Snacks,Papad (pack)
2024-10-23,"Kathmandu, Bagmati",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-02-14,"Biratnagar, Koshi",130,130,Grains & Pulses,"Rice (white, 1kg)"
2025-10-08,"Bhaktapur, Bagmati",300,300,Beverages,Horlicks (jar)
2025-08-10,"Pokhara, Gandaki",100,200,Condiments,Tomato Ketchup (bottle)
2024-01-28,"Bhaktapur, Bagmati",1150,1150,Dairy,Ghee (1L)
2024-08-10,"Dharan, Koshi",80,720,Bakery,Bread (loaf)
2024-11-19,"Kathmandu, Bagmati",30,300,Snacks,"Noodles (Maggi, pack)"
2025-04-03,"Pokhara, Gandaki",150,450,Grains & Pulses,Masoor Dal (1kg)
2024-07-01,"Butwal, Lumbini",50,200,Snacks,Biscuits (pack)
2024-02-23,"Chitwan, Bagmati",500,1000,Vegetables,Bamboo Shoots (1kg)
2024-08-17,"Hetauda, Bagmati",1150,3450,Dairy,Ghee (1L)
2025-05-28,"Itahari, Koshi",50,350,Personal Care,"Soap (bath, bar)"
2024-02-26,"Janakpur, Madhesh",300,900,Beverages,Horlicks (jar)
2025-04-16,"Hetauda, Bagmati",200,600,Grains & Pulses,Moong Dal (1kg)
2024-07-09,"Janakpur, Madhesh",150,150,Grains & Pulses,Masoor Dal (1kg)
2025-12-01,"Kathmandu, Bagmati",40,280,Snacks,Chips/Namkeen (pack)
2025-11-06,"Pokhara, Gandaki",500,500,Vegetables,Bamboo Shoots (1kg)
2024-10-15,"Bhaktapur, Bagmati",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-05-23,"Nepalgunj, Lumbini",240,720,Health Foods,Flax Seeds (1kg)
2024-04-04,"Hetauda, Bagmati",100,200,Spices,Dry Chilies (100g)
2025-01-22,"Kathmandu, Bagmati",120,240,Flours,"Suji (Semolina, 1kg)"
2024-01-17,"Butwal, Lumbini",100,300,Vegetables,Tomatoes (1kg)
2024-02-17,"Nepalgunj, Lumbini",150,150,Condiments,Ginger Garlic Paste (jar)
2024-05-23,"Nepalgunj, Lumbini",150,150,Snacks,Peanuts (500g)
2025-05-22,"Itahari, Koshi",300,300,Beverages,Horlicks (jar)
2024-04-17,"Hetauda, Bagmati",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-10-13,"Butwal, Lumbini",100,200,Fruits,Bananas (dozen)
2024-10-20,"Pokhara, Gandaki",50,350,Snacks,Biscuits (pack)
2024-05-13,"Pokhara, Gandaki",100,200,Condiments,Tomato Ketchup (bottle)
2024-09-02,"Chitwan, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-01-02,"Butwal, Lumbini",1150,2300,Dairy,Ghee (1L)
2024-11-22,"Nepalgunj, Lumbini",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-04-04,"Chitwan, Bagmati",120,360,Flours,"Suji (Semolina, 1kg)"
2025-07-02,"Chitwan, Bagmati",70,350,Personal Care,Mehendi (200g)
2025-06-23,"Kathmandu, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2024-02-29,"Janakpur, Madhesh",200,400,Dairy,"Local Cheese (Chhurpi, pack)"
2024-08-01,"Bhaktapur, Bagmati",180,540,Flours,Multi-grain Atta (1kg)
2025-06-13,"Janakpur, Madhesh",150,450,Snacks,Peanuts (500g)
2025-02-20,"Nepalgunj, Lumbini",50,150,Snacks,Biscuits (pack)
2024-10-11,"Itahari, Koshi",2000,4000,Household,Cooking Gas (small cylinder)
2024-09-15,"Butwal, Lumbini",150,450,Condiments,Ginger Garlic Paste (jar)
